MB;MATERIAL;KGS_TENIDOS;KILOS_ACABADOS;VALOR_LOTE_KILO;AR;TAMANO_CLIENTE
2;HCPO;16;16.8;0.244;A;940.959
2;HCPO;5;5.1;0.174;A;35.262
2;HCPO;4;4.1;0.373;A;161.443
2;HCPO;22;22.6;0.25;A;37.5
2;HCPO;3;3.1;0.373;A;1.1
2;HCPO;10;10.2;0.457;A;460.979
2;HCPO;1;0.9;0.62;A;1840.702
2;HCPO;11;11.2;0.426;A;1840.702
2;HCPO;2;2;0.455;A;1840.702
2;HCPO;83;87.1;0.257;A;940.959
2;HCPO;103;110.2;0.261;A;940.959
2;HCPO;3;2.9;0.25;A;940.959
2;HCPO;31;32.3;0.276;A;940.959
2;HCPO;41;43.2;0.258;A;940.959
2;HCPO;40;41.1;0.281;A;940.959
2;HCPO;216;228.5;0.255;A;940.959
2;HCPO;3;3.1;0.737;A;333.561
2;HCPO;11;11.7;0.19;A;60.159
2;HCPO;1;1;0.36;A;539.617
2;HCPO;4;4.1;0.203;A;257.176
2;HCPO;1;0.9;0.48;A;1840.702
2;HCPO;2;2.1;0.245;A;336.92
2;HCPO;3;0;0.36;R;320.164
2;HCPO;3;2.9;0.237;A;320.164
2;HCPO;6;6.2;0.16;A;460.979
2;HCPO;2;2;0.325;A;114.262
2;HCPO;1;0.9;0.37;A;303.188
2;HCPO;11;11.3;0.198;A;257.176
2;HCPO;43;45.2;0.303;A;257.176
2;HCPO;1;0.9;0.49;A;1840.702
2;HCPO;1;1;1.1;A;1840.702
2;HCPO;14;14.7;0.221;A;539.617
2;HCPO;6;6.3;0.227;A;1840.702
2;HCPO;1;1;0.59;A;303.188
2;HCPO;2;2.1;0.345;A;258.115
2;HCPO;2;2;0.355;A;1840.702
2;HCPO;20;20.9;0.384;A;940.959
2;HCPO;2;2.1;0.385;A;940.959
2;HCPO;101;105.4;0.366;A;940.959
2;HCPO;3;3.1;0.253;A;460.979
2;HCPO;7;7.2;0.576;A;539.617
2;HCPO;5;5.1;0.188;A;257.176
2;HCPO;1;1;0.59;A;940.959
2;HCPO;6;6.2;0.262;A;1840.702
2;HCPO;9;9.2;0.271;A;152.855
2;HCPO;7;0;0.507;R;81.318
2;HCPO;27;28.1;0.239;A;1840.702
2;HCPO;7;7.3;0.206;A;1840.702
2;HCPO;17;17.6;0.316;A;1840.702
2;HCPO;18;18.7;0.309;A;1840.702
2;HCPO;16;16.7;0.326;A;1840.702
2;HCPO;2;2.1;0.49;A;56.531
2;HCPO;2;2;0.255;A;320.164
2;HCPO;2;1.9;0.2;A;1840.702
2;HCPO;8;8.4;0.201;A;258.115
2;HCPO;2;1.9;0.225;A;152.855
2;HCPO;12;12.2;0.478;A;1840.702
2;HCPO;9;9.2;0.543;A;1840.702
2;HCPO;12;12.3;0.234;A;539.617
2;HCPO;8;8.2;0.203;A;539.617
2;HCPO;3;3.1;0.333;A;37.5
2;HCPO;3;3.1;0.267;A;1.1
2;HCPO;4;4.1;0.135;A;258.115
2;HCPO;7;7.2;0.194;A;940.959
2;HCPO;12;12.7;0.235;A;539.617
2;HCPO;8;8.2;0.244;A;1840.702
2;HCPO;1;1;0.42;A;1840.702
2;HCPO;1;1;0.42;A;1840.702
2;HCPO;2;2;0.225;A;1840.702
2;HCPO;10;10.6;0.21;A;1840.702
2;HCPO;1;1.1;0.37;A;1840.702
2;HCPO;25;25.7;0.284;A;1840.702
2;HCPO;3;3;0.257;A;1840.702
2;HCPO;4;4.1;0.185;A;257.176
2;HCPO;2;2.1;0.225;A;460.979
2;HCPO;1;1;0.46;A;539.617
2;HCPO;3;3.1;0.483;A;460.979
2;HCPO;3;3;0.273;A;1840.702
2;HCPO;2;2.1;0.18;A;539.617
2;HCPO;2;1.9;0.19;A;152.855
2;HCPO;2;2;0.17;A;303.188
2;HCPO;2;2.1;0.18;A;258.115
2;HCPO;13;13.3;0.344;A;539.617
2;HCPO;10;0;0.213;R;1840.702
2;HCPO;15;15.5;0.286;A;303.188
2;HCPO;7;7.2;0.224;A;120.534
2;HCPO;4;4.2;0.298;A;161.443
2;HCPO;1;0.9;0.35;A;1840.702
2;HCPO;2;2.1;0.295;A;258.115
2;HCPO;6;6.2;0.243;A;940.959
2;HCPO;2;2.1;0.235;A;539.617
2;HCPO;28;0;0.294;R;940.959
2;HCPO;15;16;0.271;A;940.959
2;HCPO;8;8.2;0.243;A;940.959
2;HCPO;39;40.9;0.276;A;940.959
2;HCPO;8;8.2;0.413;A;257.176
2;HCPO;3;2.9;0.353;A;258.115
2;HCPO;4;4.1;0.16;A;1011.065
2;HCPO;17;18.2;0.134;A;258.115
2;HCPO;3;3.1;0.123;A;258.115
2;HCPO;5;5.2;0.15;A;114.262
2;HCPO;2;2;0.175;A;320.164
2;HCPO;2;2.1;0.185;A;1840.702
2;HCPO;2;1.9;0.185;A;1840.702
2;HCPO;1;0.8;0.3;A;539.617
2;HCPO;1;0.8;0.3;A;539.617
2;HCPO;2;2.1;0.23;A;56.531
2;HCPO;1;0.8;0.33;A;940.959
2;HCPO;2;2.1;0.235;A;336.92
2;HCPO;3;3;0.153;A;1840.702
2;HCPO;1;1;0.33;A;1840.702
2;HCPO;3;3.1;0.153;A;1840.702
2;HCPO;3;3.1;0.133;A;264.686
2;HCPO;4;4.2;0.123;A;1840.702
2;HCPO;2;2;0.165;A;1840.702
2;HCPO;1;1;0.31;A;1840.702
2;HCPO;1;1;0.34;A;1840.702
2;HCPO;1;1;0.34;A;1840.702
2;HCPO;4.1;4.3;0.161;A;161.443
2;HCPO;1;1;0.35;A;1840.702
2;HCPO;1;0;0.35;R;1840.702
2;HCPO;1;1;0.35;A;1840.702
2;HCPO;9;9.4;0.16;A;333.561
2;HCPO;1;1;0.41;A;1840.702
2;HCPO;5;5.2;0.146;A;1840.702
2;HCPO;2;2;0.2;A;1840.702
2;HCPO;5;5.2;0.192;A;257.176
2;HCPO;19;20.4;0.189;A;181.073
2;HCPO;1;0;0.3;R;1840.702
2;HCPO;3;2.9;0.147;A;258.115
2;HCPO;3;3;0.127;A;1840.702
2;HCPO;4;4;0.113;A;1840.702
2;HCPO;2;2.1;0.205;A;258.115
2;HCPO;2;2.1;0.155;A;120.534
2;HCPO;32;33.7;0.2;A;940.959
2;HCPO;2;1.9;0.165;A;303.188
2;HCPO;6;6.2;0.137;A;22.501
2;HCPO;2;2;0.195;A;152.855
2;HCPO;1;0.8;0.35;A;940.959
2;HCPO;24;25.2;0.175;A;940.959
2;HCPO;14;14.7;0.167;A;940.959
2;HCPO;29;31;0.179;A;940.959
2;HCPO;3;3;0.167;A;33.233
2;HCPO;2;2.1;0.29;A;336.92
2;HCPO;4;4.2;0.33;A;161.443
2;HCPO;2;2.1;0.255;A;1011.065
2;HCPO;3;3;0.443;A;320.164
2;HCPO;4;4.1;0.13;A;33.233
2;HCPO;1;1;0.56;A;336.92
2;HCPO;2;2.1;0.4;A;336.92
2;HCPO;3;3.1;0.15;A;33.233
2;HCPO;26;27.2;0.182;A;460.979
2;HCPO;3;3.1;0.167;A;258.115
2;HCPO;2;2.1;0.285;A;258.115
2;HCPO;2;1.9;0.38;A;114.262
2;HCPO;2;2;0.2;A;1840.702
2;HCPO;1;0.9;0.32;A;1840.702
2;HCPO;4;4.1;0.235;A;161.443
2;HCPO;2;2.1;0.2;A;48.006
2;HCPO;3;3.2;0.15;A;48.006
2;HCPO;2;2;0.31;A;1840.702
2;HCPO;14;14.5;0.193;A;333.561
2;HCPO;5;0;0.188;R;940.959
2;HCPO;25;26.4;0.182;A;1840.702
2;HCPO;13;0;0.158;R;1840.702
2;HCPO;8;8.2;0.126;A;1840.702
2;HCPO;4;4.2;0.13;A;161.443
2;HCPO;2;2.1;0.165;A;56.531
2;HCPO;2;2;0.275;A;30.743
2;HCPO;2;2;0.565;A;30.743
2;HCPO;2;1.9;0.155;A;940.959
2;HCPO;5;4.9;0.108;A;152.855
2;HCPO;8;8.2;0.259;A;36.793
2;HCPO;3;3.1;0.13;A;940.959
2;HCPO;36;0;0.148;R;460.979
2;HCPO;1;0.9;0.32;A;303.188
2;HCPO;3;3.1;0.343;A;56.531
2;HCPO;2;1.9;0.33;A;56.531
2;HCPO;2;2.1;0.175;A;161.443
2;HCPO;2;2;0.23;A;303.188
2;HCPO;1;1;0.33;A;539.617
2;HCPO;15;15.7;0.151;A;539.617
2;HCPO;23;23.9;0.171;A;539.617
2;HCPO;8;8.2;0.124;A;36.793
2;HCPO;10;10.2;0.15;A;264.686
2;HCPO;40;41.7;0.184;A;258.115
2;HCPO;12;12.5;0.148;A;258.115
2;HCPO;49;51.4;0.157;A;258.115
2;HCPO;16;16.4;0.196;A;1840.702
2;HCPO;1;1;0.31;A;1840.702
2;HCPO;18;18.6;0.196;A;320.164
2;HCPO;43;44.7;0.162;A;320.164
2;HCPO;24;25.5;0.193;A;539.617
2;HCPO;13;13.6;0.194;A;257.176
2;HCPO;3;3;0.273;A;303.188
2;HCPO;3;3;0.427;A;6.1
2;HCPO;2;2.1;0.4;A;539.617
2;HCPO;12;12.3;0.289;A;940.959
2;HCPO;4;3.9;0.328;A;940.959
2;HCPO;31;32.2;0.322;A;940.959
2;HCPO;74;77.3;0.317;A;940.959
2;HCPO;7;7.1;0.367;A;539.617
2;HCPO;6;6.2;0.383;A;539.617
2;HCPO;35;35.6;0.166;A;1840.702
2;HCPO;14;14.6;0.134;A;1840.702
2;HCPO;4;4.1;0.133;A;1840.702
2;HCPO;8;8.2;0.1;A;1840.702
2;HCPO;37;37.8;0.279;A;1840.702
2;HCPO;3;3.1;0.257;A;1840.702
2;HCPO;1;0.9;0.48;A;1840.702
2;HCPO;21;22;0.235;A;303.188
2;HCPO;26;25.8;0.23;A;120.534
2;HCPO;21;0;0.258;R;1840.702
2;HCPO;10;10.4;0.251;A;1840.702
2;HCPO;3;3.1;0.217;A;33.233
2;HCPO;7;7.1;0.231;A;81.318
2;HCPO;6;6.2;0.223;A;120.534
2;HCPO;17;17.7;0.199;A;303.188
2;HCPO;6;6.1;0.288;A;264.686
2;HCPO;8;8.1;0.164;A;333.561
2;HCPO;2;0;0.18;R;36.793
2;HCPO;5;5.2;0.214;A;539.617
2;HCPO;7;7.2;0.319;A;940.959
2;HCPO;1;1;0.39;A;1840.702
2;HCPO;10;10.2;0.257;A;81.318
2;HCPO;12;12.2;0.142;A;1840.702
2;HCPO;4;4.2;0.143;A;1840.702
2;HCPO;14;14.7;0.246;A;257.176
2;HCPO;12;12.3;0.27;A;333.561
2;HCPO;2;2;0.355;A;114.262
2;HCPO;2;1.9;0.265;A;48.006
2;HCPO;3;3.1;0.413;A;56.531
2;HCPO;3;3.1;0.267;A;120.534
2;HCPO;3;3.1;0.187;A;257.176
2;HCPO;4;4.2;0.175;A;257.176
2;HCPO;1;0.9;0.31;A;1840.702
2;HCPO;11;11.3;0.376;A;940.959
2;HCPO;6;6.1;0.163;A;30.583
2;HCPO;2;2.1;0.305;A;1840.702
2;HCPO;7;7.2;0.247;A;1840.702
2;HCPO;3;3;0.29;A;1840.702
2;HCPO;2;2;0.21;A;1840.702
2;HCPO;3;3.1;0.14;A;539.617
2;HCPO;2;2.1;0.29;A;333.561
2;HCPO;14;14.7;0.155;A;257.176
2;HCPO;50;52.4;0.202;A;181.073
2;HCPO;10;0;0.23;R;1011.065
2;HCPO;30;31.3;0.302;A;257.176
2;HCPO;38;40.1;0.266;A;181.073
2;HCPO;15;15.2;0.331;A;320.164
2;HCPO;2;2;0.4;A;1840.702
2;HCPO;4;4.1;0.26;A;22.501
2;HCPO;2;2.1;0.77;A;539.617
2;HCPO;2;1.9;0.775;A;539.617
2;HCPO;17;0;0.734;R;264.686
2;HCPO;4;4.1;0.688;A;940.959
2;HCPO;2;1.9;0.805;A;3662.597
2;HCPO;2;2;0.715;A;3662.597
2;HCPO;2;1.9;0.84;A;3662.597
2;HCPO;11;0;0.723;R;3662.597
2;HCPO;23;0;0.673;R;3662.597
2;HCPO;5;5;0.602;A;3662.597
2;HCPO;5;4.9;0.614;A;3662.597
2;HCPO;5;5;0.648;A;3662.597
2;HCPO;5;5;0.634;A;3662.597
2;HCPO;30;29.8;0.667;A;3662.597
2;HCPO;38;39.2;0.588;A;114.262
2;HCPO;2;2.2;0.77;A;940.959
2;HCPO;31;32.7;0.756;A;940.959
2;HCPO;1;1;1.07;A;1011.065
2;HCPO;3;3.1;0.793;A;22.501
2;HCPO;11;11.5;0.595;A;1011.065
2;HCPO;14;13.8;0.56;A;333.561
2;HCPO;4;4.2;0.718;A;60.159
2;HCPO;16;16.7;0.779;A;120.534
2;HCPO;6;6.1;0.642;A;258.115
2;HCPO;3;3.1;0.723;A;120.534
2;HCPO;6;6.2;1.533;A;23.748
2;HCPO;6;6.2;0.707;A;22.501
2;HCPO;3;3.1;0.733;A;940.959
2;HCPO;2;2.1;0.95;A;36.793
2;HCPO;2;2.1;0.72;A;1011.065
2;HCPO;4;4.1;0.705;A;333.561
2;HCPO;1;0.9;1.19;A;303.188
2;HCPO;3;3.1;0.71;A;940.959
2;HCPO;1;1;1.19;A;539.617
2;HCPO;4;4.1;0.538;A;539.617
2;HCPO;10;10.4;0.614;A;539.617
2;HCPO;2;1.9;0.655;A;539.617
2;HCPO;3;3;0.607;A;303.188
2;HCPO;2;2.1;0.685;A;56.531
2;HCPO;1;0.8;0.32;A;940.959
2;HCPO;2;1.9;1.005;A;539.617
2;HCPO;3;3.1;1.08;A;48.006
2;HCPO;2;1.9;0.72;A;258.115
2;HCPO;3;3.1;0.633;A;460.979
2;HCPO;4;4.1;0.833;A;264.686
2;HCPO;1;0.9;0.64;A;1840.702
2;HCPO;3;3.1;1.227;A;460.979
2;HCPO;1;0.9;1.26;A;1840.702
2;HCPO;6;6.3;0.788;A;1840.702
2;HCPO;3;3;0.41;A;1840.702
2;HCPO;10;10.4;0.547;A;940.959
2;HCPO;5;0;0.49;R;940.959
2;HCPO;1;1;0.71;A;1840.702
2;HCPO;1;1;0.65;A;1840.702
2;HCPO;4;4.2;0.805;A;1840.702
2;HCPO;1;1;1.31;A;1840.702
2;HCPO;2;2;0.935;A;23.748
2;HCPO;10;10.4;0.488;A;257.176
2;HCPO;2;2.1;0.885;A;258.115
2;HCPO;1;0.8;0.62;A;336.92
2;HCPO;2;2.1;0.425;A;336.92
2;HCPO;32;0;1.05;R;460.979
2;HCPO;1;1;0.9;A;1011.065
2;HCPO;7;7.2;1.351;A;539.617
2;HCPO;3;2.9;1.333;A;320.164
2;HCPO;15;15.9;0.505;A;1840.702
2;HCPO;1;0.9;0.85;A;1840.702
2;HCPO;2;2;0.49;A;320.164
2;HCPO;20;0;1.895;R;333.561
2;HCPO;3;3;1.423;A;1840.702
2;HCPO;14;15;1.052;A;1840.702
2;HCPO;27;28.1;1.113;A;1840.702
2;HCPO;36;37.3;1.07;A;1840.702
2;HCPO;13;0;1.228;R;1011.065
2;HCPO;3;3;1.397;A;114.262
2;HCPO;5;5.2;0.37;A;460.979
2;HCPO;3;3.1;0.75;A;1840.702
2;HCPO;2;2;0.655;A;1840.702
2;HCPO;13;13.3;1.582;A;181.073
2;HCPO;11;11.3;1.755;A;264.686
2;HCPO;3;2.9;0.777;A;264.686
2;HCPO;4;4.1;0.475;A;333.561
2;HCPO;4;4.1;0.43;A;333.561
2;HCPO;62;64.8;0.269;A;460.979
2;HCPO;83;86.9;0.263;A;460.979
2;HCPO;8;8.2;0.481;A;258.115
2;HCPO;2;1.9;0.965;A;1840.702
2;HCPO;2;2;1.615;A;1840.702
2;HCPO;47;49.6;1.557;A;1840.702
2;HCPO;2;2.1;0.77;A;1011.065
2;HCPO;2;2.1;0.52;A;1011.065
2;HCPO;21;22.1;1.673;A;120.534
2;HCPO;20;20.4;0.971;A;940.959
2;HCPO;14;14.5;0.702;A;333.561
2;HCPO;4;0;0.32;R;333.561
2;HCPO;4;4.1;0.485;A;460.979
2;HCPO;2;2.1;0.32;A;336.92
2;HCPO;2;2.1;0.32;A;336.92
2;HCPO;9;9.2;0.357;A;333.561
2;HCPO;10;10.2;0.857;A;264.686
2;HCPO;9;9.2;0.462;A;539.617
2;HCPO;20;20.9;0.561;A;539.617
2;HCPO;3;3.1;0.587;A;539.617
2;HCPO;15;0;0.843;R;1840.702
2;HCPO;6;0;0.787;R;1840.702
2;HCPO;1;0.9;2.74;A;1840.702
2;HCPO;1;1;1.3;A;1840.702
2;HCPO;33;35.1;0.916;A;460.979
2;HCPO;2;2.1;1.425;A;940.959
2;HCPO;1;1;2.33;A;1840.702
2;HCPO;4;4.3;0.425;A;1840.702
2;HCPO;2;1.9;0.46;A;1840.702
2;HCPO;4;4.2;0.425;A;1840.702
2;HCPO;2;0;1.805;R;1840.702
2;HCPO;2;0;0.865;R;333.561
2;HCPO;27;27;0.846;A;333.561
2;HCPO;1;1;1.47;A;539.617
2;HCPO;2;2.1;0.26;A;539.617
2;HCPO;1;1;0.83;A;1840.702
2;HCPO;89;94;0.856;A;264.686
2;HCPO;5;5.2;0.542;A;37.5
2;HCPO;10;10.2;0.552;A;1011.065
2;HCPO;4;4.1;0.325;A;1011.065
2;HCPO;4;4.1;0.46;A;460.979
2;HCPO;1;0.9;1;A;303.188
2;HCPO;2;2.1;0.605;A;56.531
2;HCPO;2;1.9;0.845;A;21.62
2;HCPO;2;2.1;0.365;A;1840.702
2;HCPO;2;2.1;0.365;A;1840.702
2;HCPO;57;59.7;0.445;A;257.176
2;HCPO;28;29;0.601;A;1840.702
2;HCPO;58;59.8;0.624;A;1840.702
2;HCPO;5;5.3;0.504;A;1840.702
2;HCPO;1;0.8;1.35;A;1011.065
2;HCPO;1;0.8;1.35;A;1011.065
2;HCPO;32;33.9;0.28;A;539.617
2;HCPO;2;2;0.42;A;303.188
2;HCPO;11;11.5;0.249;A;1011.065
2;HCPO;2;2.1;0.455;A;258.115
2;HCPO;2;2.1;0.485;A;258.115
2;HCPO;3;3;0.173;A;303.188
2;HCPO;2;0;0.425;R;56.531
2;HCPO;2;2.1;0.425;A;56.531
2;HCPO;19;19.7;0.214;A;120.534
2;HCPO;24;24.8;0.38;A;539.617
2;HCPO;7;7.2;0.347;A;539.617
2;HCPO;3;3.1;1.193;A;336.92
2;HCPO;1;1;1.79;A;1840.702
2;HCPO;17;17.7;1.095;A;1840.702
2;HCPO;1;1;1.48;A;1840.702
2;HCPO;9;0;2.256;R;1011.065
2;HCPO;9;9.1;2.172;A;1011.065
2;HCPO;1;0.9;1.05;A;1840.702
2;HCPO;66;68.3;0.526;A;320.164
2;HCPO;2;2;0.63;A;1840.702
2;HCPO;11;11.2;0.285;A;114.262
2;HCPO;17;17.7;0.553;A;1840.702
2;HCPO;2;2;1.065;A;1840.702
2;HCPO;4;4;0.533;A;320.164
2;HCPO;7;7.2;0.741;A;333.561
2;HCPO;7;7;1.003;A;940.959
2;HCPO;4;4.1;1.035;A;460.979
2;HCPO;5;5;0.344;A;257.176
2;HCPO;2;2.1;0.615;A;1011.065
2;HCPO;9;9.4;0.36;A;152.855
2;HCPO;1;1;0.97;A;1840.702
2;HCPO;11;11.5;0.654;A;460.979
2;HCPO;11;11.5;0.479;A;940.959
2;HCPO;4;4.1;0.608;A;460.979
2;HCPO;2;0;0.99;R;460.979
2;HCPO;22;0;0.96;R;460.979
2;HCPO;23;24.1;0.438;A;539.617
2;HCPO;2;2.1;1.3;A;258.115
2;HCPO;40;41;0.367;A;114.262
2;HCPO;1;1;1.41;A;1840.702
2;HCPO;3;3;0.92;A;6.1
2;HCPO;10;10.4;0.529;A;152.855
2;HCPO;17;17.5;0.887;A;1840.702
2;HCPO;2;2;0.94;A;1840.702
2;HCPO;7;7.2;0.744;A;152.855
2;HCPO;16;16.2;1.052;A;1840.702
2;HCPO;19;19.8;0.996;A;1840.702
2;HCPO;2;1.9;1.09;A;1840.702
2;HCPO;11;11.5;0.513;A;940.959
2;HCPO;11;11.5;0.343;A;114.262
2;HCPO;4;4.2;1.25;A;539.617
2;HCPO;15;15.7;0.509;A;264.686
2;HCPO;4;4.1;0.753;A;35.262
2;HCPO;2;2;0.365;A;1840.702
2;HCPO;28;28.8;0.841;A;320.164
2;HCPO;1;0.9;0.99;A;1840.702
2;HCPO;2;2.1;0.75;A;258.115
2;HCPO;13;13.5;0.688;A;258.115
2;HCPO;5;5.2;0.294;A;303.188
2;HCPO;20;20.5;0.49;A;320.164
2;HCPO;8;8.4;0.415;A;320.164
2;HCPO;1;1;2.14;A;1840.702
2;HCPO;3;3;0.393;A;539.617
2;HCPO;3;3.2;0.897;A;258.115
2;HCPO;7;7.1;0.809;A;1011.065
2;HCPO;16;16.4;0.752;A;320.164
2;HCPO;4;4.2;0.43;A;48.006
2;HCPO;3;3.1;0.43;A;60.159
2;HCPO;18;18.9;0.812;A;940.959
2;HCPO;3;3.1;0.713;A;258.115
2;HCPO;1;1;0.91;A;152.855
2;HCPO;8;8.2;1.059;A;257.176
2;HCPO;8;8.2;0.605;A;258.115
2;HCPO;12;12.8;0.558;A;258.115
2;HCPO;4;4.2;0.348;A;320.164
2;HCPO;10;10.3;0.428;A;303.188
2;HCPO;12;12.6;0.298;A;257.176
2;HCPO;13;13.8;0.569;A;120.534
2;HCPO;3;2.9;0.877;A;258.115
2;HCPO;56;58.7;0.949;A;258.115
2;HCPO;13;13.6;0.618;A;258.115
2;HCPO;9;9.4;0.593;A;539.617
2;HCPO;26;27;0.971;A;120.534
2;HCPO;3;3.1;0.49;A;1011.065
2;HCPO;62;63.3;1.12;A;1840.702
2;HCPO;6;6.2;1.1;A;1840.702
2;HCPO;21;21.7;0.468;A;303.188
2;HCPO;1;1;0.56;A;1011.065
2;HCPO;1;0.8;1.09;A;1011.065
2;HCPO;8;8.2;0.575;A;539.617
2;HCPO;1;0.8;1;A;539.617
2;HCPO;165;175.1;0.515;A;539.617
2;HCPO;1;1;1.2;A;539.617
2;HCPO;4;4;1.19;A;460.979
2;HCPO;14;14.7;1.426;A;264.686
2;HCPO;2;2.1;0.625;A;336.92
2;HCPO;13;13.5;0.269;A;333.561
2;HCPO;1;1;1.32;A;1840.702
2;HCPO;41;42.4;1.239;A;1840.702
2;HCPO;13;13.5;0.404;A;114.262
2;HCPO;1;0.8;0.71;A;1011.065
2;HCPO;1;1;0.7;A;1011.065
2;HCPO;6;6.1;0.83;A;181.073
2;HCPO;2;2.1;0.845;A;940.959
2;HCPO;1;0.9;1.26;A;1840.702
2;HCPO;7;7.4;0.55;A;333.561
2;HCPO;12;12.3;0.466;A;257.176
2;HCPO;23;24.2;1.01;A;264.686
2;HCPO;31;31.5;0.927;A;333.561
2;HCPO;12;12.2;0.749;A;333.561
2;HCPO;9;9.1;1.049;A;181.073
2;HCPO;1;0.8;0.99;A;940.959
2;HCPO;10;10.2;0.557;A;940.959
2;HCPO;1;0.8;0.99;A;940.959
2;HCPO;1;0.8;0.95;A;539.617
2;HCPO;3;3.1;0.797;A;940.959
2;HCPO;18;18.9;0.804;A;333.561
2;HCPO;21;22.1;0.887;A;333.561
2;HCPO;3;3;1.717;A;1840.702
2;HCPO;7;7.2;0.756;A;181.073
2;HCPO;3;3;0.433;A;1840.702
2;HCPO;14;14.5;0.613;A;1840.702
2;HCPO;34;35.7;0.638;A;1840.702
2;HCPO;13;13.6;0.628;A;1840.702
2;HCPO;4;4.2;0.705;A;181.073
2;HCPO;1;1;1.21;A;539.617
2;HCPO;9;9.1;0.717;A;181.073
2;HCPO;3;2.9;0.603;A;6.1
2;HCPO;5;0;0.432;R;1011.065
2;HCPO;51;53.6;0.832;A;333.561
2;HCPO;1;1;1.03;A;940.959
2;HCPO;11;11.5;0.557;A;1011.065
2;HCPO;7;7.1;0.464;A;152.855
2;HCPO;31;32.5;0.615;A;1011.065
2;HCPO;3;3.1;0.547;A;940.959
2;HCPO;1;0.9;2.18;A;1840.702
2;HCPO;24;25.1;0.353;A;539.617
2;HCPO;6;5.9;0.322;A;460.979
2;HCPO;1;0.8;1.32;A;940.959
2;HCPO;6;6.2;0.858;A;460.979
2;HCPO;85;89.3;0.518;A;303.188
2;HCPO;27;27.8;0.65;A;18.906
2;HCPO;1;1;2.11;A;1840.702
2;HCPO;9;9.3;0.358;A;303.188
2;HCPO;12;12.3;0.351;A;303.188
2;HCPO;5;5.1;0.464;A;264.686
2;HCPO;23;23.2;0.79;A;940.959
2;HCPO;8;8.4;1.028;A;333.561
2;HCPO;4;0;1.13;R;320.164
2;HCPO;4;4.1;0.483;A;940.959
2;HCPO;18;0;0.309;R;940.959
2;HCPO;27;27.6;0.719;A;320.164
2;HCPO;5;0;0.678;R;333.561
2;HCPO;1;0.9;0.37;A;303.188
2;HCPO;15;15.5;0.257;A;940.959
2;HCPO;13;13.5;0.273;A;940.959
2;HCPO;10;10.4;0.283;A;940.959
2;HCPO;48;50.1;0.257;A;940.959
2;HCPO;3;2.9;0.82;A;152.855
2;HCPO;1;0.9;1.3;A;303.188
2;HCPO;4;4.2;0.315;A;161.443
2;HCPO;6;6.2;0.308;A;114.262
2;HCPO;4;4.1;0.57;A;161.443
2;HCPO;2;2.1;0.685;A;336.92
2;HCPO;10;10.2;0.618;A;539.617
2;HCPO;31;32.3;1.13;A;940.959
2;HCPO;16;16.7;1.053;A;120.534
2;HCPO;2;2.1;1.07;A;258.115
2;HCPO;1;1;0.62;A;1011.065
2;HCPO;9;9.2;0.41;A;940.959
2;HCPO;2;1.9;0.605;A;7.286
2;HCPO;10;10.2;1.401;A;152.855
2;HCPO;17;17.3;0.684;A;333.561
2;HCPO;1;0.9;1.12;A;152.855
2;HCPO;4;4.1;0.388;A;161.443
2;HCPO;2;2;1.02;A;1840.702
2;HCPO;2;2;1.315;A;1840.702
2;HCPO;14;14.5;1.227;A;1840.702
2;HCPO;4;4;1.198;A;1840.702
2;HCPO;9;9.3;1.224;A;1840.702
2;HCPO;1;1;1.75;A;1840.702
2;HCPO;2;2;0.97;A;1840.702
2;HCPO;2;2;0.97;A;1840.702
2;HCPO;1;0.9;1.38;A;1840.702
2;HCPO;2;2;1.18;A;1840.702
2;HCPO;3;3.1;0.66;A;257.176
2;HCPO;1;1;1.46;A;1840.702
2;HCPO;2;2;0.875;A;21.62
2;HCPO;24;24.7;0.705;A;1840.702
2;HCPO;9;9.2;0.773;A;1840.702
2;HCPO;21;21.9;0.764;A;1840.702
2;HCPO;17;17.5;0.734;A;1840.702
2;HCPO;11;11.5;0.889;A;35.262
2;HCPO;2;2.1;0.775;A;264.686
2;HCPO;16;16.7;0.429;A;120.534
2;HCPO;4;4.1;0.185;A;258.115
2;HCPO;14;0;0.506;R;320.164
2;HCPO;123;129.6;0.376;A;940.959
2;HCPO;5;4.9;0.32;A;940.959
2;HCPO;11;11.5;0.367;A;940.959
2;HCPO;61;64;0.39;A;940.959
2;HCPO;45;46.7;0.356;A;940.959
2;HCPO;1;1;0.94;A;1840.702
2;HCPO;13;13.3;0.802;A;320.164
2;HCPO;2;2;0.89;A;1840.702
2;HCPO;4;4.2;0.64;A;1011.065
2;HCPO;3;3;0.66;A;1840.702
2;HCPO;12;12.7;0.64;A;940.959
2;HCPO;2;0;1.425;R;23.748
2;HCPO;6;6.2;1.122;A;940.959
2;HCPO;2;1.9;0.77;A;1840.702
2;HCPO;20;20.5;1.31;A;1840.702
2;HCPO;2;2.1;1.15;A;258.115
2;HCPO;19;19.7;0.677;A;940.959
2;HCPO;3;3.1;0.55;A;258.115
2;HCPO;2;2.1;0.585;A;258.115
2;HCPO;41;42.9;0.581;A;258.115
2;HCPO;22;22.8;0.643;A;320.164
2;HCPO;18;19.2;0.399;A;181.073
2;HCPO;17;17.7;0.89;A;258.115
2;HCPO;64;67.8;0.881;A;258.115
2;HCPO;12;12.7;0.836;A;258.115
2;HCPO;29;30.1;0.958;A;320.164
