id;age;workclass;fnlwgt;education;education-num;marital-status;occupation;relationship;race;sex;capital-gain;capital-loss;hours-per-week;native-country
3870;41; Private;125461; Some-college;10; Divorced; Craft-repair; Not-in-family; White; Male;0;0;40; United-States
3871;33; Private;145434; 11th;7; Never-married; Craft-repair; Own-child; White; Male;0;0;40; United-States
3872;18; Private;152182; Some-college;10; Never-married; Other-service; Own-child; White; Female;0;0;25; United-States
3873;27; Self-emp-inc;233724; HS-grad;9; Separated; Adm-clerical; Not-in-family; White; Male;0;0;38; United-States
3874;32; Private;153963; HS-grad;9; Divorced; Other-service; Unmarried; White; Female;0;0;35; United-States
3875;51; Local-gov;88120; HS-grad;9; Never-married; Other-service; Not-in-family; Black; Male;0;0;40; United-States
3876;38; Private;96330; Assoc-voc;11; Divorced; Adm-clerical; Unmarried; Black; Female;0;0;40; United-States
3877;41; Local-gov;66118; Some-college;10; Married-civ-spouse; Transport-moving; Wife; White; Female;0;0;25; United-States
3878;26; Private;182178; Some-college;10; Married-civ-spouse; Craft-repair; Husband; White; Male;2829;0;40; United-States
3879;38; Self-emp-not-inc;53628; Assoc-voc;11; Divorced; Exec-managerial; Unmarried; White; Male;0;0;35; United-States
3880;54; Private;174865; 9th;5; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;45; United-States
3881;30; Private;66194; Bachelors;13; Never-married; Prof-specialty; Not-in-family; White; Female;0;0;60; Outlying-US(Guam-USVI-etc)
3882;31; Private;73796; Some-college;10; Widowed; Exec-managerial; Unmarried; White; Female;0;0;30; United-States
3883;26; State-gov;28366; Bachelors;13; Never-married; Prof-specialty; Not-in-family; White; Male;0;0;40; United-States
3884;75; Self-emp-not-inc;231741; Doctorate;16; Married-civ-spouse; Prof-specialty; Husband; White; Male;4931;0;3; United-States
3885;29; Private;237865; Masters;14; Never-married; Transport-moving; Own-child; Black; Male;0;0;40; United-States
3886;61; Private;195453; HS-grad;9; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;50; United-States
3887;24; Private;116934; Some-college;10; Separated; Sales; Unmarried; White; Female;0;0;45; United-States
3888;34; Private;456399; Assoc-acdm;12; Never-married; Prof-specialty; Not-in-family; White; Male;0;0;40; United-States
3889;42; Private;263608; Some-college;10; Divorced; Craft-repair; Own-child; White; Male;0;0;40; United-States
3890;24; Private;263498; 11th;7; Never-married; Craft-repair; Not-in-family; White; Male;0;0;40; United-States
3891;27; Federal-gov;469705; HS-grad;9; Never-married; Craft-repair; Not-in-family; Black; Male;0;1980;40; United-States
3892;39; Local-gov;113253; Bachelors;13; Married-civ-spouse; Prof-specialty; Wife; White; Female;0;0;50; United-States
3893;20; Private;138768; HS-grad;9; Never-married; Handlers-cleaners; Own-child; White; Male;0;0;40; United-States
3894;51; Private;302146; 11th;7; Never-married; Other-service; Not-in-family; Black; Female;0;0;40; United-States
3895;68; Private;253866; Bachelors;13; Married-civ-spouse; Sales; Husband; White; Male;0;0;30; United-States
3896;28; Federal-gov;214858; HS-grad;9; Never-married; Machine-op-inspct; Own-child; White; Male;0;0;48; United-States
3897;43; Private;243476; HS-grad;9; Divorced; Tech-support; Not-in-family; White; Female;0;0;40; United-States
3898;35; Private;169104; Some-college;10; Married-spouse-absent; Craft-repair; Not-in-family; White; Male;0;0;40; United-States
3899;44; Private;103218; HS-grad;9; Divorced; Adm-clerical; Unmarried; Black; Female;0;0;40; United-States
3900;41; Private;57233; Bachelors;13; Never-married; Handlers-cleaners; Not-in-family; White; Male;0;0;40; United-States
3901;44; Private;228320; ;9; Married-civ-spouse; Tech-support; Husband; White; Male;0;0;45; United-States
3902;20; Private;217421; HS-grad;9; Married-civ-spouse; Adm-clerical; Other-relative; White; Female;0;0;40; United-States
3903;46; Private;185041; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;75; United-States
3904;27; Self-emp-not-inc;37302; Assoc-acdm;12; Married-civ-spouse; Transport-moving; Husband; White; Male;7688;0;70; United-States
3905;32; Private;261059; Some-college;10; Never-married; Other-service; Not-in-family; White; Male;0;0;50; United-States
3906;46; Private;59767; Some-college;10; Divorced; Sales; Not-in-family; White; Male;0;0;50; United-States
3907;26; Private;333541; HS-grad;9; Never-married; Other-service; Not-in-family; White; Male;0;0;24; United-States
3908;20; Private;133352; Some-college;10; Never-married; Adm-clerical; Own-child; Asian-Pac-Islander; Female;0;0;40; Vietnam
3909;36; Private;99270; HS-grad;9; Married-civ-spouse; Farming-fishing; Wife; White; Female;0;0;40; United-States
3910;49; Private;204629; Bachelors;13; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;40; United-States
3911;32; Private;34104; HS-grad;9; Married-civ-spouse; Exec-managerial; Husband; White; Male;3103;0;55; United-States
3912;32; Private;312667; Bachelors;13; Married-civ-spouse; Prof-specialty; Husband; White; Male;15024;0;50; United-States
3913;49; Private;329603; Bachelors;13; Married-civ-spouse; Craft-repair; Husband; White; Male;0;1902;40; United-States
3914;36; Private;281021; HS-grad;9; Never-married; Transport-moving; Not-in-family; White; Male;0;0;45; United-States
3915;22; Private;275385; Some-college;10; Never-married; Other-service; Other-relative; White; Male;0;0;25; United-States
3916;52; Federal-gov;129177; HS-grad;9; Divorced; Adm-clerical; Not-in-family; White; Female;0;0;40; United-States
3917;42; Private;385591; HS-grad;9; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;50; United-States
3918;72; Private;38360; HS-grad;9; Widowed; Other-service; Unmarried; White; Female;0;0;16; United-States
3919;30; Local-gov;73796; Bachelors;13; Separated; Prof-specialty; Not-in-family; White; Female;0;0;40; United-States
3920;44; Private;67671; Some-college;10; Married-civ-spouse; Handlers-cleaners; Husband; White; Male;0;0;40; United-States
3921;23; Private;257621; Bachelors;13; Never-married; Sales; Not-in-family; White; Female;0;0;45; United-States
3922;22; Private;180052; Some-college;10; Never-married; Sales; Own-child; White; Male;0;0;20; United-States
3923;59; Private;656036; Bachelors;13; Separated; Adm-clerical; Unmarried; White; Male;0;0;60; United-States
3924;46; Private;215943; HS-grad;9; Divorced; Prof-specialty; Unmarried; White; Female;0;0;40; United-States
3925;30; Private;488720; Assoc-voc;11; Married-civ-spouse; Handlers-cleaners; Husband; White; Male;0;0;40; Mexico
3926;64; Federal-gov;199298; 7th-8th;4; Widowed; Other-service; Unmarried; White; Female;0;0;30; Puerto-Rico
3927;31; Private;305692; Some-college;10; Married-civ-spouse; Sales; Wife; Black; Female;0;0;40; United-States
3928;64; Private;114994; HS-grad;9; Married-civ-spouse; Other-service; Husband; White; Male;0;0;20; United-States
3929;45; Private;88265; HS-grad;9; Never-married; Machine-op-inspct; Own-child; White; Female;0;0;40; United-States
3930;59; Private;168569; HS-grad;9; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0;1887;40; United-States
3931;32; Private;175413; HS-grad;9; Never-married; Adm-clerical; Other-relative; Black; Female;0;0;40; Jamaica
3932;43; Private;161226; Bachelors;13; Married-civ-spouse; Machine-op-inspct; Husband; Amer-Indian-Eskimo; Male;0;0;40; United-States
3933;23; Private;208598; Some-college;10; Never-married; Sales; Not-in-family; White; Male;0;0;45; United-States
3934;49; Self-emp-not-inc;200471; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
3935;32; Private;256609; 12th;8; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0;0;40; Mexico
3936;49; Private;176684; Assoc-voc;11; Never-married; Exec-managerial; Unmarried; White; Female;0;0;40; United-States
3937;33; Private;206512; Some-college;10; Divorced; Prof-specialty; Not-in-family; White; Male;0;0;40; United-States
3938;28; Private;212640; Prof-school;15; Never-married; Prof-specialty; Not-in-family; White; Female;0;0;85; United-States
3939;47; Private;148724; HS-grad;9; Married-civ-spouse; Sales; Husband; Black; Male;0;0;40; United-States
3940;41; Private;266510; HS-grad;9; Never-married; Other-service; Own-child; White; Male;0;0;40; United-States
3941;34; Local-gov;240252; Masters;14; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;40; United-States
3942;25; Private;358975; HS-grad;9; Never-married; Other-service; Not-in-family; White; Female;0;0;35; United-States
3943;21; Private;434710; Some-college;10; Never-married; Sales; Not-in-family; White; Female;0;0;15; United-States
3944;46; Private;241844; 9th;5; Married-civ-spouse; Other-service; Husband; White; Male;0;0;40; United-States
3945;37; Private;191342; 1st-4th;2; Married-civ-spouse; Craft-repair; Husband; Asian-Pac-Islander; Male;0;0;40; Cambodia
3946;41; Private;221947; Some-college;10; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;56; United-States
3947;44; Private;111483; HS-grad;9; Never-married; Adm-clerical; Own-child; White; Male;0;1504;50; United-States
3948;30; Private;65278; HS-grad;9; Married-civ-spouse; Tech-support; Husband; White; Male;0;0;40; United-States
3949;54; Private;133403; Some-college;10; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0;0;40; United-States
3950;35; Self-emp-not-inc;166416; HS-grad;9; Married-civ-spouse; Farming-fishing; Husband; White; Male;0;0;99; United-States
3951;21; Private;221480; Some-college;10; Never-married; Tech-support; Own-child; White; Female;0;0;25; Ecuador
3952;35; Self-emp-not-inc;189878; Masters;14; Married-civ-spouse; Sales; Husband; White; Male;0;0;40; United-States
3953;35; Private;278403; Prof-school;15; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;80; United-States
3954;19; Private;184710; Some-college;10; Never-married; Craft-repair; Own-child; White; Male;0;0;20; United-States
3955;48; Private;177775; HS-grad;9; Divorced; Exec-managerial; Not-in-family; White; Female;0;0;40; United-States
3956;65; Self-emp-not-inc;225473; Some-college;10; Widowed; Craft-repair; Not-in-family; White; Female;0;0;35; United-States
3957;40; Private;289403; Bachelors;13; Separated; Adm-clerical; Unmarried; Black; Male;0;0;35; United-States
3958;26; Private;269060; HS-grad;9; Never-married; Adm-clerical; Not-in-family; White; Female;0;0;40; United-States
3959;45; Private;449354; Some-college;10; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;40; United-States
3960;26; Private;214413; Some-college;10; Never-married; Craft-repair; Own-child; White; Male;0;0;40; United-States
3961;32; Private;80058; HS-grad;9; Married-civ-spouse; Adm-clerical; Husband; White; Male;0;0;40; United-States
3962;35; Private;202027; Bachelors;13; Divorced; Exec-managerial; Not-in-family; White; Male;27828;0;50; United-States
3963;22; Self-emp-not-inc;123440; Some-college;10; Never-married; Craft-repair; Not-in-family; White; Male;0;0;48; United-States
3964;37; Private;191524; Assoc-voc;11; Separated; Prof-specialty; Own-child; White; Female;0;0;38; United-States
3965;25; Private;308144; Bachelors;13; Never-married; Craft-repair; Not-in-family; White; Male;0;0;40; Mexico
3966;46; Private;205100; Assoc-voc;11; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;48; United-States
3967;30; Private;195750; HS-grad;9; Never-married; Handlers-cleaners; Own-child; White; Male;0;0;27; United-States
3968;63; Private;149756; Assoc-acdm;12; Divorced; Exec-managerial; Not-in-family; White; Male;0;0;40; United-States
3969;51; Local-gov;240358; HS-grad;9; Married-civ-spouse; Protective-serv; Husband; White; Male;0;0;40; United-States
3970;68; Self-emp-not-inc;241174; 7th-8th;4; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;16; United-States
3971;36; Private;356838; Doctorate;16; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;50; Canada
3972;28; Self-emp-inc;115705; Some-college;10; Never-married; Exec-managerial; Not-in-family; White; Male;0;0;50; United-States
3973;41; Local-gov;137142; Some-college;10; Married-civ-spouse; Sales; Husband; White; Male;0;0;40; United-States
3974;47; Private;296066; Some-college;10; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;40; United-States
3975;22; Private;401335; Some-college;10; Never-married; Other-service; Unmarried; Black; Female;0;0;30; United-States
3976;34; Self-emp-inc;186824; Prof-school;15; Married-civ-spouse; Prof-specialty; Husband; White; Male;15024;0;40; United-States
3977;46; Federal-gov;162187; Bachelors;13; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;40; United-States
3978;28; Private;98010; Some-college;10; Married-spouse-absent; Adm-clerical; Own-child; White; Female;0;0;40; United-States
3979;36; Private;172538; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;52; United-States
3980;18; Private;80163; Some-college;10; Never-married; Sales; Own-child; White; Female;0;0;20; United-States
3981;33; Local-gov;43959; Masters;14; Married-civ-spouse; Prof-specialty; Husband; White; Male;7688;0;50; United-States
3982;51; Private;162632; HS-grad;9; Married-civ-spouse; Transport-moving; Husband; White; Male;7298;0;60; United-States
3983;56; Self-emp-not-inc;115422; HS-grad;9; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;35; United-States
3984;54; Private;100933; HS-grad;9; Never-married; Adm-clerical; Unmarried; White; Female;0;0;40; United-States
3985;29; Private;270379; HS-grad;9; Never-married; Exec-managerial; Unmarried; Black; Female;0;0;40; United-States
3986;40; Private;20109; Some-college;10; Divorced; Handlers-cleaners; Not-in-family; Amer-Indian-Eskimo; Female;0;0;84; United-States
3987;53; Private;114758; Masters;14; Married-civ-spouse; Exec-managerial; Husband; White; Male;15024;0;65; United-States
3988;22; Private;100345; HS-grad;9; Never-married; Handlers-cleaners; Own-child; White; Male;0;0;35; United-States
3989;33; Private;184901; HS-grad;9; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0;0;40; United-States
3990;28; Private;87239; HS-grad;9; Divorced; Transport-moving; Not-in-family; White; Male;0;0;50; United-States
3991;63; Private;127363; Some-college;10; Married-civ-spouse; Prof-specialty; Wife; White; Female;0;0;12; United-States
3992;53; Federal-gov;199720; Doctorate;16; Married-civ-spouse; Prof-specialty; Husband; White; Male;15024;0;60; Germany
3993;37; Private;143058; 10th;6; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;50; United-States
3994;50; Federal-gov;36489; Some-college;10; Divorced; Exec-managerial; Unmarried; White; Male;0;0;40; United-States
3995;22; Private;141698; HS-grad;9; Never-married; Craft-repair; Own-child; White; Male;0;0;40; United-States
3996;40; Federal-gov;26358; Assoc-acdm;12; Never-married; Adm-clerical; Not-in-family; White; Female;0;0;40; United-States
3997;22; Private;195532; Bachelors;13; Never-married; Prof-specialty; Not-in-family; White; Female;8614;0;40; United-States
3998;21; Private;30039; Some-college;10; Never-married; Prof-specialty; Own-child; White; Male;0;0;40; United-States
3999;25; Private;125159; Assoc-acdm;12; Married-civ-spouse; Handlers-cleaners; Husband; Black; Male;0;0;40; Jamaica
4000;20; Private;246250; Some-college;10; Never-married; Craft-repair; Not-in-family; White; Female;0;0;40; United-States
4001;43; Federal-gov;77370; HS-grad;9; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;40; United-States
4002;29; Private;355569; Assoc-voc;11; Never-married; Exec-managerial; Unmarried; White; Female;0;0;50; United-States
4003;32; Private;180603; Bachelors;13; Married-civ-spouse; Sales; Husband; White; Male;0;0;40; United-States
4004;42; Private;201785; Masters;14; Married-civ-spouse; Sales; Husband; White; Male;0;0;50; United-States
4005;33; Private;256211; HS-grad;9; Married-civ-spouse; Machine-op-inspct; Husband; Asian-Pac-Islander; Male;0;0;40; South
4006;27; Private;146764; Some-college;10; Married-civ-spouse; Exec-managerial; Wife; White; Female;0;0;40; United-States
4007;29; Private;200515; Some-college;10; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0;0;38; United-States
4008;29; Private;52636; HS-grad;9; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;40; United-States
4009;20; Private;27049; Some-college;10; Never-married; Exec-managerial; Own-child; White; Female;0;0;20; United-States
4010;35; Private;111128; 10th;6; Never-married; Adm-clerical; Own-child; White; Male;0;0;40; United-States
4011;31; Self-emp-not-inc;348038; Bachelors;13; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;1902;50; Puerto-Rico
4012;33; Private;93930; HS-grad;9; Never-married; Craft-repair; Not-in-family; White; Male;0;0;50; United-States
4013;67; Private;397831; Some-college;10; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;1539;40; United-States
4014;46; Private;33794; Some-college;10; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;10; United-States
4015;45; Private;178215; 9th;5; Married-civ-spouse; Machine-op-inspct; Wife; White; Female;0;0;40; United-States
4016;17; Local-gov;191910; 11th;7; Never-married; Sales; Own-child; White; Male;0;0;20; United-States
4017;35; Private;340110; Bachelors;13; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;1848;70; United-States
4018;48; Self-emp-not-inc;133694; Bachelors;13; Married-spouse-absent; Exec-managerial; Not-in-family; Black; Male;0;0;40; Jamaica
4019;49; Private;148398; HS-grad;9; Divorced; Machine-op-inspct; Not-in-family; Black; Female;0;0;40; United-States
4020;20; Private;133515; Some-college;10; Never-married; Sales; Other-relative; White; Female;0;0;40; United-States
4021;27; Private;181667; HS-grad;9; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;5013;0;46; Canada
4022;64; Private;159715; Some-college;10; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;20; United-States
4023;53; Federal-gov;174040; Some-college;10; Separated; Craft-repair; Not-in-family; Black; Male;0;0;40; United-States
4024;52; Private;117700; HS-grad;9; Divorced; Adm-clerical; Not-in-family; White; Female;0;0;40; United-States
4025;29; Private;37215; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;55; United-States
4026;32; Self-emp-inc;46807; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;99999;0;40; United-States
4027;48; Self-emp-not-inc;317360; Bachelors;13; Married-civ-spouse; Prof-specialty; Wife; White; Female;0;0;20; United-States
4028;30; Private;425627; Some-college;10; Never-married; Craft-repair; Other-relative; White; Male;0;0;40; Mexico
4029;34; Private;82623; HS-grad;9; Married-civ-spouse; Other-service; Husband; White; Male;0;0;20; United-States
4030;39; Private;140854; HS-grad;9; Never-married; Prof-specialty; Not-in-family; White; Male;0;0;50; United-States
4031;28; Private;185061; 11th;7; Never-married; Handlers-cleaners; Other-relative; White; Male;0;0;40; United-States
4032;54; Private;282680; Bachelors;13; Never-married; Prof-specialty; Not-in-family; White; Female;0;0;50; United-States
4033;24; Private;137591; Some-college;10; Never-married; Sales; Own-child; White; Male;0;1762;40; United-States
4034;25; Private;198163; HS-grad;9; Never-married; Exec-managerial; Own-child; White; Female;0;0;40; United-States
4035;25; Private;132749; 11th;7; Divorced; Other-service; Unmarried; White; Female;0;0;12; United-States
4036;48; Local-gov;31264; Some-college;10; Married-civ-spouse; Exec-managerial; Wife; White; Female;5178;0;40; United-States
4037;24; Private;399449; Bachelors;13; Never-married; Sales; Own-child; White; Female;0;0;40; United-States
4038;31; Private;27494; Some-college;10; Married-civ-spouse; Sales; Husband; Asian-Pac-Islander; Male;0;0;50; Taiwan
4039;47; Private;368561; Some-college;10; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
4040;19; Private;406078; Some-college;10; Never-married; Adm-clerical; Own-child; White; Female;0;0;25; United-States
4041;52; Self-emp-inc;100506; Some-college;10; Married-civ-spouse; Sales; Husband; White; Male;15024;0;50; United-States
4042;52; Private;29658; HS-grad;9; Married-civ-spouse; Adm-clerical; Husband; White; Male;0;0;40; United-States
4043;60; Private;181953; HS-grad;9; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;28; United-States
4044;43; Private;304175; Masters;14; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;50; United-States
4045;24; Private;170070; Assoc-acdm;12; Divorced; Other-service; Own-child; White; Female;0;0;30; United-States
4046;51; Private;194908; HS-grad;9; Never-married; Adm-clerical; Not-in-family; White; Female;0;0;40; United-States
4047;38; Self-emp-not-inc;357962; 9th;5; Divorced; Craft-repair; Not-in-family; White; Male;0;0;40; United-States
4048;21; Private;214716; Some-college;10; Never-married; Adm-clerical; Own-child; White; Female;0;0;10; United-States
4049;40; Self-emp-inc;207578; HS-grad;9; Married-civ-spouse; Adm-clerical; Husband; White; Male;0;0;50; United-States
4050;54; Private;146409; Some-college;10; Widowed; Exec-managerial; Unmarried; White; Female;0;0;40; United-States
4051;35; Private;341643; Bachelors;13; Never-married; Other-service; Other-relative; White; Male;0;0;50; United-States
4052;52; Private;131631; 11th;7; Separated; Machine-op-inspct; Unmarried; Black; Male;0;0;40; United-States
4053;53; Private;88842; HS-grad;9; Married-civ-spouse; Exec-managerial; Husband; White; Male;99999;0;40; United-States
4054;35; Private;417136; HS-grad;9; Divorced; Craft-repair; Unmarried; Black; Male;0;0;40; United-States
4055;43; Self-emp-not-inc;336763; Some-college;10; Divorced; Sales; Unmarried; White; Female;0;880;42; United-States
4056;29; Private;209301; Bachelors;13; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; Canada
4057;29; Private;120986; HS-grad;9; Married-civ-spouse; Transport-moving; Husband; Amer-Indian-Eskimo; Male;0;0;65; United-States
4058;27; Private;51025; HS-grad;9; Never-married; Other-service; Not-in-family; White; Female;0;0;40; United-States
4059;58; Private;218281; Bachelors;13; Married-civ-spouse; Adm-clerical; Husband; White; Male;0;0;40; Mexico
4060;64; Private;114994; HS-grad;9; Married-civ-spouse; Handlers-cleaners; Husband; White; Male;0;0;18; United-States
4061;53; Private;335481; HS-grad;9; Married-civ-spouse; Adm-clerical; Wife; Black; Female;0;0;32; United-States
4062;21; Private;174503; HS-grad;9; Never-married; Adm-clerical; Not-in-family; White; Female;0;0;30; United-States
4063;40; Self-emp-not-inc;230478; Assoc-acdm;12; Divorced; Exec-managerial; Not-in-family; White; Male;0;0;30; United-States
4064;52; State-gov;149650; Doctorate;16; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;40; Iran
4065;38; Private;149419; Assoc-voc;11; Never-married; Tech-support; Not-in-family; White; Male;0;0;50; United-States
4066;39; Private;185099; HS-grad;9; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;40; United-States
4067;68; Private;128472; Doctorate;16; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;55; United-States
4068;24; Private;124971; HS-grad;9; Never-married; Sales; Not-in-family; White; Male;0;0;38; United-States
4069;40; Self-emp-inc;344060; Prof-school;15; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;50; United-States
4070;43; Self-emp-inc;286750; Prof-school;15; Married-civ-spouse; Prof-specialty; Husband; Black; Male;0;0;99; United-States
4071;38; Private;296999; Bachelors;13; Never-married; Exec-managerial; Not-in-family; White; Female;0;0;70; United-States
4072;45; Private;123681; HS-grad;9; Married-civ-spouse; Sales; Husband; White; Male;0;0;40; United-States
4073;18; Private;232024; 11th;7; Never-married; Machine-op-inspct; Own-child; White; Male;0;0;55; United-States
4074;57; Local-gov;52267; Masters;14; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;50; United-States
4075;49; Private;119182; HS-grad;9; Separated; Other-service; Not-in-family; Black; Female;0;0;35; United-States
4076;25; Private;191230; Some-college;10; Never-married; Exec-managerial; Own-child; White; Female;0;0;40; Yugoslavia
4077;52; Federal-gov;23780; Some-college;10; Divorced; Adm-clerical; Not-in-family; White; Male;0;0;40; United-States
4078;56; Private;184553; 10th;6; Divorced; Craft-repair; Not-in-family; White; Male;0;0;56; United-States
4079;26; Self-emp-inc;242651; Some-college;10; Never-married; Sales; Not-in-family; White; Male;0;0;48; United-States
4080;19; Private;246226; HS-grad;9; Never-married; Craft-repair; Not-in-family; White; Female;0;0;40; United-States
4081;25; Self-emp-inc;86745; Bachelors;13; Never-married; Adm-clerical; Own-child; Asian-Pac-Islander; Female;0;0;40; United-States
4082;25; Private;106889; HS-grad;9; Married-civ-spouse; Adm-clerical; Wife; White; Female;0;0;30; United-States
4083;21; Private;460835; HS-grad;9; Never-married; Sales; Other-relative; White; Male;0;0;45; United-States
4084;48; Self-emp-not-inc;213140; 7th-8th;4; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; Italy
4085;33; State-gov;37070; Masters;14; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;60; Canada
4086;31; State-gov;93589; HS-grad;9; Divorced; Protective-serv; Own-child; Other; Male;0;0;40; United-States
4087;26; Self-emp-not-inc;213258; HS-grad;9; Divorced; Farming-fishing; Unmarried; White; Male;0;0;65; United-States
4088;37; State-gov;46814; Bachelors;13; Never-married; Prof-specialty; Not-in-family; White; Male;0;0;38; United-States
4089;20; Private;284737; Some-college;10; Never-married; Other-service; Own-child; White; Male;0;0;20; United-States
4090;49; Private;197418; HS-grad;9; Widowed; Adm-clerical; Unmarried; White; Female;0;0;20; United-States
4091;49; Private;185041; Masters;14; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;1977;40; United-States
4092;51; Private;159604; Some-college;10; Married-civ-spouse; Prof-specialty; Wife; White; Female;0;0;40; United-States
4093;40; Private;123557; Some-college;10; Married-civ-spouse; Sales; Husband; White; Male;0;0;40; United-States
4094;24; Private;275421; Assoc-voc;11; Never-married; Machine-op-inspct; Own-child; White; Female;0;0;40; United-States
4095;18; Private;167147; 12th;8; Never-married; Sales; Own-child; White; Male;0;0;24; United-States
4096;41; Private;197583; 10th;6; Married-civ-spouse; Transport-moving; Husband; Black; Male;0;0;40; United-States
4097;46; Private;175109; HS-grad;9; Married-civ-spouse; Adm-clerical; Husband; White; Male;0;1485;40; United-States
4098;46; Private;117502; HS-grad;9; Married-civ-spouse; Adm-clerical; Wife; White; Female;0;0;40; United-States
4099;64; Private;180401; 10th;6; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;40; United-States
4100;50; Self-emp-not-inc;146603; Prof-school;15; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;40; United-States
4101;53; State-gov;143822; Masters;14; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;36; United-States
4102;21; Private;51985; HS-grad;9; Never-married; Craft-repair; Not-in-family; White; Male;0;0;40; United-States
4103;22; State-gov;48121; Some-college;10; Married-civ-spouse; Other-service; Husband; White; Male;0;0;25; United-States
4104;37; Private;234807; Bachelors;13; Divorced; Exec-managerial; Unmarried; White; Female;7430;0;45; United-States
4105;39; Federal-gov;65324; Prof-school;15; Never-married; Prof-specialty; Not-in-family; White; Male;0;0;55; United-States
4106;30; Private;302149; Bachelors;13; Married-civ-spouse; Sales; Husband; Asian-Pac-Islander; Male;0;0;40; India
4107;25; Private;168403; Bachelors;13; Never-married; Prof-specialty; Not-in-family; White; Male;0;1741;40; United-States
4108;26; Private;159897; Some-college;10; Never-married; Exec-managerial; Unmarried; Black; Female;0;0;40; United-States
4109;43; Private;416338; Bachelors;13; Never-married; Sales; Not-in-family; White; Male;0;0;50; United-States
4110;59; Private;370615; HS-grad;9; Widowed; Adm-clerical; Unmarried; White; Female;0;0;60; United-States
4111;27; Private;219371; HS-grad;9; Married-spouse-absent; Adm-clerical; Unmarried; White; Female;0;0;40; Jamaica
4112;55; Private;120970; 10th;6; Married-civ-spouse; Craft-repair; Husband; Black; Male;0;0;40; United-States
4113;20; Private;22966; Some-college;10; Never-married; Other-service; Own-child; White; Male;0;0;12; Canada
4114;25; Private;34541; Assoc-voc;11; Never-married; Prof-specialty; Not-in-family; White; Female;0;0;36; Canada
4115;28; Private;191027; Assoc-acdm;12; Separated; Other-service; Not-in-family; White; Male;0;0;40; United-States
4116;29; Private;107458; Bachelors;13; Never-married; Sales; Not-in-family; White; Male;0;0;50; United-States
4117;60; Private;121832; 11th;7; Married-civ-spouse; Sales; Husband; White; Male;0;0;40; United-States
4118;37; Local-gov;233825; Bachelors;13; Married-civ-spouse; Prof-specialty; Wife; White; Female;15024;0;50; United-States
4119;25; Private;73839; 11th;7; Divorced; Sales; Own-child; White; Female;0;0;40; United-States
4120;27; Private;109165; Some-college;10; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;60; United-States
